Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Male,Single,32,Other/Unknown,141922,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,22,High school,120233,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,51,High school,172790,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,22,High school,66720,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,54,University,113024,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,35,High school,51791,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,54,High school,118408,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Female,Non-single,48,University,101616,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,127250,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,35,High school,97290,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,106970,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,24,Other/Unknown,168147,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Non-single,26,High school,68468,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,65,University,120780,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,55,High school,231992,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,26,High school,53903,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,26,High school,101511,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,28,High school,69046,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,24,Other/Unknown,171584,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,54,High school,132367,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,46,High school,134433,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Non-single,54,University,190518,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Non-single,62,University,152367,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,24,High school,101157,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,43,University,279593,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,26,High school,96716,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,95171,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,24,High school,129162,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,41,High school,118742,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,47,High school,74511,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,35,High school,157272,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,30,High school,102374,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,33,High school,131492,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,36,High school,128702,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,47,High school,177509,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Single,38,High school,163451,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,44,High school,144900,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,23,High school,97115,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,29,Other/Unknown,196568,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Female,Non-single,42,University,158405,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,25,High school,97376,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,48,High school,108678,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,21,High school,92351,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,61211,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,63,University,138644,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Non-single,46,University,124824,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,29,Other/Unknown,132852,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,28,Other/Unknown,81069,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,104094,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,50,High school,114853,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,47,High school,130344,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,35,High school,135090,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,68,University,179151,Skilled employee/Official,Big city,3,Idosos - Alta Renda
Male,Non-single,28,High school,97390,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,59,University,120160,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Single,57,University,82277,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,33,High school,110844,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,43,High school,133105,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,35,High school,102042,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,32,Other/Unknown,69370,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,45,High school,200298,Skilled employee/Official,Mid-sized city,2,Adultos - Alta Renda
Male,Non-single,33,High school,117039,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,40,University,107585,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,28,Other/Unknown,114429,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,128234,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,26,Other/Unknown,128580,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,27,Other/Unknown,177757,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,28,High school,106222,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,118428,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,32,Other/Unknown,139477,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Male,Single,25,Other/Unknown,71159,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,20,High school,131370,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,27,High school,111567,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,42,High school,125482,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,37,High school,160642,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Female,Non-single,24,High school,92498,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,40,University,199711,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Male,Single,46,High school,127588,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,26,Other/Unknown,107508,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,94629,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,29,Other/Unknown,87598,Unemployed/Unskilled,Big city,4,Jovens - Baixa Renda
Female,Non-single,40,University,161194,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,36,High school,137342,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,28,Other/Unknown,116848,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,27,Other/Unknown,125190,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,36,High school,153441,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,38,High school,195328,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,48,University,190413,Skilled employee/Official,Small city,2,Adultos - Alta Renda
Male,Single,36,High school,118656,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,65,Graduate school,69487,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Male,Non-single,43,University,145313,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,53,University,117005,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Male,Single,34,High school,123243,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,23,Other/Unknown,237799,Skilled employee/Official,Mid-sized city,2,Adultos - Alta Renda
Male,Single,34,High school,180617,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,40,High school,167019,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,43,High school,147745,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Male,Single,46,High school,114254,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,38,High school,81155,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,34,High school,151803,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,29,Other/Unknown,94356,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,200621,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Female,Non-single,28,High school,144448,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,35,High school,150797,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,33,High school,84404,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,42,High school,133373,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Single,43,High school,119502,Skilled employee/Official,Big city,1,Adultos - Renda Média
Male,Non-single,44,University,131619,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,42,High school,194084,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Male,Non-single,40,High school,108278,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Male,Single,36,High school,130987,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Single,20,Other/Unknown,116582,Management/Highly qualified,Big city,4,Jovens - Baixa Renda
Male,Single,24,Other/Unknown,85270,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,129227,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,46,University,108291,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,33,High school,103091,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,136975,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,25,High school,111502,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,124750,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,28,High school,146463,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,31,Other/Unknown,115075,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,308491,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Male,Single,32,Other/Unknown,126368,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,68,University,287247,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Non-single,33,High school,125535,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,39,High school,153223,Management/Highly qualified,Big city,0,Adultos - Alta Renda
Female,Non-single,28,High school,106873,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Single,37,High school,268906,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,22,High school,97757,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,30,Other/Unknown,112151,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Male,Non-single,55,University,172909,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Single,46,High school,103387,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,21,High school,93916,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,39,High school,189963,Skilled employee/Official,Big city,2,Adultos - Alta Renda
Male,Single,58,University,124191,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Male,Single,43,High school,77205,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,65917,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,109676,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,30,Other/Unknown,95682,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,42,High school,125516,Skilled employee/Official,Big city,1,Adultos - Renda Média
Female,Non-single,23,High school,99822,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,30,Other/Unknown,154854,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,28,High school,84582,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,30,High school,145800,Management/Highly qualified,Small city,0,Adultos - Alta Renda
Male,Single,42,High school,162869,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Single,46,High school,192379,Management/Highly qualified,Big city,2,Adultos - Alta Renda
Male,Single,45,High school,159757,Management/Highly qualified,Big city,3,Idosos - Alta Renda
Male,Single,31,Other/Unknown,69571,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,93648,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Male,Single,42,High school,77472,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,46,University,121501,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,207262,Skilled employee/Official,Small city,2,Adultos - Alta Renda
Male,Single,30,Other/Unknown,143082,Skilled employee/Official,Big city,0,Adultos - Alta Renda
Male,Single,38,High school,147760,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,43,University,82082,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,31,Other/Unknown,132991,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Male,Non-single,40,High school,78436,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,99737,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,164915,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,223185,Management/Highly qualified,Mid-sized city,2,Adultos - Alta Renda
Female,Non-single,29,High school,108400,Skilled employee/Official,Big city,4,Jovens - Baixa Renda
Female,Non-single,57,University,194882,Management/Highly qualified,Mid-sized city,3,Idosos - Alta Renda
